Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, my sons, now that I have completed this book, which is the last of the sciences of medicine, by completing its purpose at the end and through its explanations and clarifications, it seems to me that I have made clear to you the treatise which concerns what I do myself, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For surgery is completely neglected in our region and in our time, to the point that the practice of it has almost disappeared and its knowledge remains scarce; we only find small descriptions of it in the books of the Ancients, which have altered much of it, leading people into error and hesitation because they do not understand its principles and thus weaken its power and art.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I should revive this treatise according to the order of exposition and clarification and abbreviation; and so that it comes with the forms of cautery tools and other instruments for the work as mentioned by adding explanations and preparation, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a good practitioner is not readily found in our profession at this time is that the art of medicine is extensive, and one must be well exercised in the science of anatomy, which involves knowing the functions of the members and their forms, as well as their connections and separations; understanding the bones, nerves, and muscles, their numbers and distributions; and the pulsating and non-pulsating veins, along with their origins.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason Hippocrates said that in name there may be many, but few in actual practice, especially in the art of hands.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	This may we have said about that at the introduction of this book; for who is not learned in what we have said about anatomy, is not exempt from falling into error through which men are made to die, as I have seen too many of those, for some are formed in this science and throw themselves from that lack of science and lack of experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish doctor who had incised an abscess in the neck of a woman and cut some arteries of the neck, so much blood flowed that the woman died shortly thereafter.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor who attempted to remove a stone from a man who was ill, and the stone was large, and he came to him and pulled out that stone along with a piece of the bladder, whereupon that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I had already called out to avoid removing that stone, and I saw that because of the size of the stone and the condition of the patient, I recognized that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another doctor who was receiving payment from a duke of our land for surgery, and he attended to a black castrated man who had a fracture in his thigh; and because of the doctor's ignorance, he exposed the fracture over the wound with splints and sticks in a strong structure, but did not leave the wound breathing.
