Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, my children, now I complete this book for you, which is the last of the science of medicine; and by its completion at the end, and by its explanations, and by its clarifications, it seems to me that I make clear to you whom I love this treatise, which is part of the operation as I practice it, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the operation as I practice it is almost entirely lacking in our region and in our time; moreover, the science of it has become scarce, and its practice has ceased. Except for some small descriptions in the books of the Ancients, which have altered much and led to those errors and hesitation where the intentions of it are misunderstood and the force of it weakened and the art lost.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I should enliven this with an orderly arrangement of this treatise according to the way of explanation and clarification and abbreviation; and so that it comes with the forms of cautery tools and other instruments of the work as is through addition of clarification, and preparation for it, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a good artisan is not found in this my craft in our time is that the art of medicine is long, and it requires the practitioner to be exercised in the science of anatomy, which includes knowing the functions of the members and their forms, as well as their conjunctions and separations; having knowledge of the bones, nerves, and muscles, and their numbers and arrangement; and of the pulsating veins and quiet ones, and the places for the incision of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And according to Hippocrates it is said that in name it is small, but in the work it is little, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction to this book; for whoever is not knowledgeable about what we have said about anatomy will not be safe from error by which men are killed, as I have seen too many of them, for some are formed in this science and throw themselves into it without that knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a mad physician who thought he had incised an abscess in the neck of a woman, and he cut some arteries in the neck so that much blood flowed out, causing the woman to die quickly.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who thought he would remove a stone from a man who had been suffering for some time, and the stone was large, and he came to him and extracted that stone along with part of the bladder, whereupon that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I had already called to extract that stone and saw that because of the size of the stone and the condition of the patient, I knew beyond a doubt that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who was paid wages by a duke of our land to perform surgery on a castrated black man who had a fracture in his thigh; and due to the physician's ignorance, he exposed the fracture above the wound with splints and bandages in a strong structure, but did not leave room for drainage.
