Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, my children, now I have completed this book, which is the last of the science of medicine. By its completion at the end and by its exposition, and by its explanations, it seems to me that I have rendered comprehensible to you the treatise which pertains to my practice, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For surgery in our region and in our time has been almost entirely deprived, except that the science of it was somewhat visible, and its traces remained; but we would know little about it beyond small descriptions in the books of the Ancients, which have altered many things and led to errors and hesitation due to their obscure expressions and weakened strength of the art.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I should enliven this treatise according to the method of exposition and explanation and abbreviation; and so that it may come with the forms of cautery tools and other instruments of the work as is necessary through addition of explanation and preparation, which cause is essential.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a good practitioner is not easily found in our profession in this time is that the art of medicine is extensive, and one must be trained in the science of anatomy, which involves knowing the functions of the members and their forms, as well as their connections and separations; and having knowledge of the bones, nerves, and ligaments, their numbers, and their positions; and of the pulsating veins and the static ones, and the places for their incisions.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason Hippocrates said that in name it is much, but in practice little, and even less in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	We have already said this at the beginning of this book; for whoever is not knowledgeable about what we have said about anatomy will inevitably fall into error through which men may die, as I have seen too many of them, for some are formed in this science and get themselves out of that with no knowledge or experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish doctor who had incised an abscess in the neck of a woman, and he cut into some arteries of the neck so that much blood flowed out, and the woman died as a result.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor who attempted to remove a stone from a man who was suffering from bladder stones, and the stone was large. He came to him and extracted that stone along with part of the bladder, whereupon that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I had already called to remove that stone and saw that because of the size of the stone and the condition of the patient, I knew beyond a doubt that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another doctor who was receiving payment from a duke of our land to perform surgery. He came to a black castrated man who had a fracture in his thigh; and due to the doctor's ignorance, he removed the plaster over the fracture before it was ready, applying poultices and splints with too much force, not allowing the wound proper healing time.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And he loosened it according to his desires, and soon after he relieved him, and after some days commanded us to remove the bandage. And thus it was that the thigh and leg became abscessed, and he came to ruin.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to attend him, and I prepared to remove the bandage. Achieving some relief, he was thus freed from his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, once the corruption was confirmed in the limb, so that it could not be restrained, and the corruption did not cease to spread throughout the limb until the patient's danger increased.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another doctor who incised a cancerous abscess, and it became ulcerated near the armpit, until the malignancy greatly revealed its evil nature to lord so-and-so.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause of this is that the malignant condition is pure of melancholic humor; therefore, it does not need to affect all parts equally, but rather it affects the member which can withstand being its host.
