Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I had completed for you, my Sons, this book, which is the last in science of medicine with its complement, and after bringing to an end thereon according to his exposition and his declarations, it seemed good to me to complete it for you together with this Treatise which is a part of operations, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with the hand is foreign to our region and time, and has been completely abandoned perhaps until the science of it perished and its trace was cut off: and nothing remained from it except precise descriptions in ancient books, which have been altered by hands: and error and hesitation happened to them until their intentions were closed and the force of it was prolonged: It seemed good to me to revitalize it with the arrangement of this Treatise concerning it according to the position and declaration and abbreviation: and to provide permission with the forms of the surgeon's instruments, and other tools of the operation: which is done by adding to its declaration and hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good artisan with his hand is not found in our time is: because the art of medicine is long, and it is necessary for the author thereof to exercise himself before that in the science of anatomy, as Galen narrates, until he knows the limbs' aids, their forms, their connections, and separations, and has knowledge of bones, nerves, sinews, their numbers, their exits, and of veins, their pulsating and quiet states, and the places from which they exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason, Hippocrates said, "A name without work is much, and with work is little, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed already spoken of that in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowledgeable of what we have said concerning anatomy will not be benefited, but will rather fall into error, by which men are harmed: as I have seen many among those who are trained in this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	Because I have seen a stupid physician incise a scrofulous apstema on a woman's neck, and he accidentally cut certain arteries in the neck: wherefore the woman's blood flowed until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who attempted to remove a stone from a man who had it at an advanced age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he reached for it and extracted it along with a fragment of the bladder.
Quare mortuus est uir in tertio die.	Wherefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had indeed been called to remove it and saw from the size of the stone and the condition of the patient that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I have seen another physician who received a fee from one of our Duke's men for his medical services: and it happened that a black eunuch, who was with him, suffered a fracture in his thigh near the heel: and the physician, out of his ignorance, hurried and bound the fracture over the wound with bandages and strong pins, and did not allow the wound to heal.
Deinde absoluit eum secundum desyderia sua.	Then he discharged him according to his desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Then he discharged him after a few days, and commanded him not to release the bandage: and he stood thus until the apstema on his thigh and foot developed, and he came to destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him, and hastened to untie the ligament: and there ensued tranquility, and he escaped from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	Truly, the corruption was now confirmed in the limb: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, the corruption ceased to wander through the limb, until it perished.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician who punctured the cancerous abscess: and it became ulcerated after a few days, until the wickedness of it increased with its lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which is because when a cancer is pure from the black bile, then it is not necessary to puncture it with iron at all, unless it is in a limb that can tolerate its complete removal.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for that reason, my son, you must know that the operation with the hand is divided into two parts: namely, the operation which is associated with safety; and the operation with which there is danger in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already excited in every place of this book where the operation comes which is accompanied by terror and fear.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore, you must beware of this and dismiss it: so that the foolish do not find a way to speak about it and dishonor it.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore, receive the measure with solicitude and protection, and your infirm ones with ease and firmness, and make use of the better way conducted by the grace of God for salvation and a commendable succession: and dismiss terrible diseases that are difficult to cure: and lift your souls from what makes you fear, so that hesitation enters upon you neither in your faith nor in your well-being.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For it remains more to your glory, and higher in this world, and finally to your measures.
Galenus enim iam dixit in quibusdam suis admonitionibus.	Galenus has already said this in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat evil diseases: nor be called doctors of evil.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	Now we divide this Treatise into three Chapters.
Capitulum primum.	Chapter First.
