Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I completed for you, my Sons, this book, which is the last in science within medicine with its complement, and reached the end thereof from his explanations and his own declarations, it seemed fitting to me to complete it for you together with this Treatise which is a part of operation, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with an extended hand lies in our region and time, and was completely private until perhaps the science of it perished and its trace was cut off: and there remained from it nothing but precise descriptions in ancient books, which were altered by hands: and they fell into error and hesitation until their intentions were closed and his power stretched out: It seemed fitting to me to vivify it with the arrangement of this Treatise within it according to the way of position and declaration and abbreviation: and to provide forgiveness with the forms of the cautery tools and other instruments of the operation: which is done by addition of its declaration and hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good artisan with his hand is not found in our time is: because the art of medicine is long, and it is necessary for its author to exercise himself in the science of anatomy before that which Galen narrated, until he knows the nourishment of the members, their forms, their conjunctions, and separations, and has knowledge of bones, nerves, sinews, their numbers, their exit, and veins, their pulsatile and quiet states, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason, Hippocrates said, that the name with a title is much, and with an act is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed already spoken of that in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowledgeable of what we have said about anatomy will not be profited, but will rather fall into error, as men are killed thereby: as I have seen many among those who are trained in this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	Because I have seen a stupid physician cut into a scrofulous boil on a woman's neck, and he severed certain arteries in the neck: wherefore the woman's blood flowed until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who attempted to extract a stone from a man who had it at an advanced age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he reached for it and extracted it along with a fragment of the bladder.
Quare mortuus est uir in tertio die.	Wherefore the man died on the third day.
